District,Details,Date,NumberofDamages_RevenueCircle_level (computed),,,,
Tinsukia,"Margherita - 1. T/ Dyke from Chippibasti to Moulang gaon | Severe bank erosion from Chainage 1700 m to 2100m on the left bank of Tirap river at T/ Dyke from Chippibasti to Moulang gaon embankment since 01/08/2022 till 31/08/2022. As per information received from WR department officials, the affected stretch is about 400 m in length | 0,  Doomdooma - 1. Saikhowa Protection Bund Ph-I at Chumoni(Spur no. 5 and 6), 2. Saikhowa Protection Bund Ph-I at Chumoni(Spur no. 6 and 7) | 1. Severe bank erosion from Saikhowa Protection Bund Ph-I at Chumoni area since 25/08/2022 till 31/08/2022 in between Land Spur no. 5 and 6. As per information received from WR department officials, the affected stretch is about 200 m in length (Latitude : 27.69712 , Longitude: 95.75679) 2. Severe bank erosion from Saikhowa Protection Bund Ph-I at Chumoni area since 25/08/2022 till 31/08/2022 in between Land Spur no. 6 and 7. As per information received from WR department officials, the affected stretch is about 200 m in length. (Latitude : 27.69883 , Longitude: 95.75769) | 0",31-08-2022,{'Margherita ': 2},,,,
Tinsukia,"Margherita - 1. T/ Dyke from Chippibasti to Moulang gaon | Severe bank erosion from Chainage 1700 m to 2100m on the left bank of Tirap river at T/ Dyke from Chippibasti to Moulang gaon embankment since 01/08/2022 till 05/09/2022. As per information received from WR department officials, the affected stretch is about 400 m in length | 0,  Doomdooma - 1. Saikhowa Protection Bund Ph-I at Chumoni(Spur no. 5 and 6), 2. Saikhowa Protection Bund Ph-I at Chumoni(Spur no. 6 and 7) | 1. Severe bank erosion from Saikhowa Protection Bund Ph-I at Chumoni area since 25/08/2022 till 05/09/2022 in between Land Spur no. 5 and 6. As per information received from WR department officials, the affected stretch is about 200 m in length (Latitude : 27.69712 , Longitude: 95.75679) 2. Severe bank erosion from Saikhowa Protection Bund Ph-I at Chumoni area since 25/08/2022 till 05/09/2022 in between Land Spur no. 6 and 7. As per information received from WR department officials, the affected stretch is about 200 m in length. (Latitude : 27.69883 , Longitude: 95.75769) | 0",05-09-2022,{'Margherita ': 2},,,,
Tinsukia,"Margherita - 1. T/ Dyke from Chippibasti to Moulang gaon | Severe bank erosion from Chainage 1700 m to 2100m on the left bank of Tirap river at T/ Dyke from Chippibasti to Moulang gaon embankment since 01/08/2022 till 04/09/2022. As per information received from WR department officials, the affected stretch is about 400 m in length | 0,  Doomdooma - 1. Saikhowa Protection Bund Ph-I at Chumoni(Spur no. 5 and 6), 2. Saikhowa Protection Bund Ph-I at Chumoni(Spur no. 6 and 7) | 1. Severe bank erosion from Saikhowa Protection Bund Ph-I at Chumoni area since 25/08/2022 till 04/09/2022 in between Land Spur no. 5 and 6. As per information received from WR department officials, the affected stretch is about 200 m in length (Latitude : 27.69712 , Longitude: 95.75679) 2. Severe bank erosion from Saikhowa Protection Bund Ph-I at Chumoni area since 25/08/2022 till 04/09/2022 in between Land Spur no. 6 and 7. As per information received from WR department officials, the affected stretch is about 200 m in length. (Latitude : 27.69883 , Longitude: 95.75769) | 0",04-09-2022,{'Margherita ': 2},,,,
Tinsukia,"Margherita - 1. T/ Dyke from Chippibasti to Moulang gaon | Severe bank erosion from Chainage 1700 m to 2100m on the left bank of Tirap river at T/ Dyke from Chippibasti to Moulang gaon embankment since 01/08/2022 till 03/09/2022. As per information received from WR department officials, the affected stretch is about 400 m in length | 0,  Doomdooma - 1. Saikhowa Protection Bund Ph-I at Chumoni(Spur no. 5 and 6), 2. Saikhowa Protection Bund Ph-I at Chumoni(Spur no. 6 and 7) | 1. Severe bank erosion from Saikhowa Protection Bund Ph-I at Chumoni area since 25/08/2022 till 03/09/2022 in between Land Spur no. 5 and 6. As per information received from WR department officials, the affected stretch is about 200 m in length (Latitude : 27.69712 , Longitude: 95.75679) 2. Severe bank erosion from Saikhowa Protection Bund Ph-I at Chumoni area since 25/08/2022 till 03/09/2022 in between Land Spur no. 6 and 7. As per information received from WR department officials, the affected stretch is about 200 m in length. (Latitude : 27.69883 , Longitude: 95.75769) | 0",03-09-2022,{'Margherita ': 2},,,,
Tinsukia,"Doomdooma - 1. Village : No. 3 Kordoiguri ( Goriyating ), 2. Village: No. 1 Kordoiguri(Darjijan), 3. Village : No. 2 Kordoiguri ( Simoluguri Satra ). | 1. River Bank erosion is being observed at No. 3 Kordoiguri on the left Bank of River Brahmaputra (Ananta Nallah)since 2/04/2022 till 25/05/2022. As per information received from concerned Lot Mandal and WR department officials the affected stretch is about 200 m in length.( Long: 95.468184, Lati: 27.650410), population affected 122. 2. River Bank erosion is being observed at No. 1 Kordoiguri (Dorzijan)on the left Bank of River Brahmaputra (Ananta Nallah) since 19/05/2022 till 25/05/2022. As per information received from concerned Lot Mandal and WR department officials the affected stretch is about 300 m in length.( Long: 95.450531, Lati: 27.651217), population affected 37. 3. River Bank erosion is being observed at No.2 Kordoiguri (Simoluguri Satra)on the left Bank of River Brahmaputra (Ananta Nallah) since 19/05/2022 till 25/05/2022. As per information received from concerned Lot Mandal and WR department officials, the affected stretch is about 400 m in length.( Long: 95..4505 , Lati: 27.65196) | 0",25-05-2022,{},,,,
Tinsukia,"Doomdooma - 1. Village : No. 3 Kordoiguri ( Goriyating ), 2. Village: No. 1 Kordoiguri(Darjijan), 3. Village : No. 2 Kordoiguri ( Simoluguri Satra ). | 1. River Bank erosion is being observed at No. 3 Kordoiguri on the left Bank of River Brahmaputra (Ananta Nallah)since 2/04/2022 till 29/05/2022. As per information received from concerned Lot Mandal and WR department officials the affected stretch is about 350 m in length.( Long: 95.468184, Lati: 27.650410), population affected 122. 2. River Bank erosion is being observed at No. 1 Kordoiguri (Dorzijan)on the left Bank of River Brahmaputra (Ananta Nallah) since 19/05/2022 till 29/05/2022. As per information received from concerned Lot Mandal and WR department officials the affected stretch is about 400 m in length.( Long: 95.450531, Lati: 27.651217), population affected 37. 3. River Bank erosion is being observed at No.2 Kordoiguri (Simoluguri Satra)on the left Bank of River Brahmaputra (Ananta Nallah) since 19/05/2022 till 29/05/2022. As per information received from concerned Lot Mandal and WR department officials, the affected stretch is about 450 m in length.( Long: 95..4505 , Lati: 27.65196). | 0",29-05-2022,{},,,,
Tinsukia,"Doomdooma - 1. Village : No. 3 Kordoiguri ( Goriyating ), 2. Village: No. 1 Kordoiguri(Darjijan), 3. Village : No. 2 Kordoiguri ( Simoluguri Satra ). | 1. River Bank erosion is being observed at No. 3 Kordoiguri on the left Bank of River Brahmaputra (Ananta Nallah)since 02/04/2022 till 01/06/2022. As per information received from concerned Lot Mandal and WR department officials the affected stretch is about 350 m in length.( Long: 95.468184, Lati: 27.650410), population affected 122. 2. River Bank erosion is being observed at No. 1 Kordoiguri (Dorzijan)on the left Bank of River Brahmaputra (Ananta Nallah) since 19/05/2022 till 01/06/2022. As per information received from concerned Lot Mandal and WR department officials the affected stretch is about 400 m in length.( Long: 95.450531, Lati: 27.651217), population affected 37. 3. River Bank erosion is being observed at No.2 Kordoiguri (Simoluguri Satra)on the left Bank of River Brahmaputra (Ananta Nallah) since 19/05/2022 till 01/06/2022. As per information received from concerned Lot Mandal and WR department officials, the affected stretch is about 450 m in length.( Long: 95..4505 , Lati: 27.65196) | 0",01-06-2022,{},,,,
Tinsukia,"Doomdooma - 1. Village : No. 3 Kordoiguri ( Goriyating ), 2. Village: No. 1 Kordoiguri(Darjijan), 3. Village : No. 2 Kordoiguri ( Simoluguri Satra ). | ""1. River Bank erosion is being observed at No. 3 Kordoiguri on the left Bank of River Brahmaputra (Ananta Nallah)since 02/04/2022 till 30/05/2022. As per information received from concerned Lot Mandal and WR department officials the affected stretch is about 350 m in length.( Long: 95.468184, Lati: 27.650410), population affected 122. 2. River Bank erosion is being observed at No. 1 Kordoiguri (Dorzijan)on the left Bank of River Brahmaputra (Ananta Nallah) since 19/05/2022 till 30/05/2022. As per information received from concerned Lot Mandal and WR department officials the affected stretch is about 400 m in length.( Long: 95.450531, Lati: 27.651217), population affected 37. 3. River Bank erosion is being observed at No.2 Kordoiguri (Simoluguri Satra)on the left Bank of River Brahmaputra (Ananta Nallah) since 19/05/2022 till 30/05/2022. As per information received from concerned Lot Mandal and WR department officials, the affected stretch is about 450 m in length.( Long: 95..4505 , Lati: 27.65196)"" | 0",30-05-2022,{},,,,
Tinsukia,"Doomdooma - 1. Village : No. 3 Kordoiguri ( Goriyating ), 2. Village: No. 1 Kordoiguri(Darjijan), 3. Village : No. 2 Kordoiguri ( Simoluguri Satra ). | ""1. River Bank erosion is being observed at No. 3 Kordoiguri on the left Bank of River Brahmaputra (Ananta Nallah)since 02/04/2022 till 26/05/2022. As per information received from concerned Lot Mandal and WR department officials the affected stretch is about 200 m in length.( Long: 95.468184, Lati: 27.650410), population affected 122. 2. River Bank erosion is being observed at No. 1 Kordoiguri (Dorzijan)on the left Bank of River Brahmaputra (Ananta Nallah) since 19/05/2022 till 26/05/2022. As per information received from concerned Lot Mandal and WR department officials the affected stretch is about 300 m in length.( Long: 95.450531, Lati: 27.651217), population affected 37. 3. River Bank erosion is being observed at No.2 Kordoiguri (Simoluguri Satra)on the left Bank of River Brahmaputra (Ananta Nallah) since 19/05/2022 till 26/05/2022. As per information received from concerned Lot Mandal and WR department officials, the affected stretch is about 400 m in length.( Long: 95..4505 , Lati: 27.65196)"" | 0",26-05-2022,{},,,,
Tinsukia,"Doomdooma - 1. Village : No. 3 Kordoiguri ( Goriyating ), 2. Village: No. 1 Kordoiguri(Darjijan), 3. Village : No. 2 Kordoiguri ( Simoluguri Satra ). | ""1. River Bank erosion is being observed at No. 3 Kordoiguri on the left Bank of River Brahmaputra (Ananta Nallah)since 02/04/2022 till 27/05/2022. As per information received from concerned Lot Mandal and WR department officials the affected stretch is about 300 m in length.( Long: 95.468184, Lati: 27.650410), population affected 122. 2. River Bank erosion is being observed at No. 1 Kordoiguri (Dorzijan)on the left Bank of River Brahmaputra (Ananta Nallah) since 19/05/2022 till 27/05/2022. As per information received from concerned Lot Mandal and WR department officials the affected stretch is about 350 m in length.( Long: 95.450531, Lati: 27.651217), population affected 37. 3. River Bank erosion is being observed at No.2 Kordoiguri (Simoluguri Satra)on the left Bank of River Brahmaputra (Ananta Nallah) since 19/05/2022 till 27/05/2022. As per information received from concerned Lot Mandal and WR department officials, the affected stretch is about 450 m in length.( Long: 95..4505 , Lati: 27.65196)"" | 0",27-05-2022,{},,,,
Tinsukia,"Doomdooma - 1. Village : No. 3 Kordoiguri ( Goriyating ), 2. Village: No. 1 Kordoiguri(Darjijan), 3. Village : No. 2 Kordoiguri ( Simoluguri Satra ). | ""1. River Bank erosion is being observed at No. 3 Kordoiguri on the left Bank of River Brahmaputra (Ananta Nallah)since 02/04/2022 till 28/05/2022. As per information received from concerned Lot Mandal and WR department officials the affected stretch is about 300 m in length.( Long: 95.468184, Lati: 27.650410), population affected 122. 2. River Bank erosion is being observed at No. 1 Kordoiguri (Dorzijan)on the left Bank of River Brahmaputra (Ananta Nallah) since 19/05/2022 till 28/05/2022. As per information received from concerned Lot Mandal and WR department officials the affected stretch is about 350 m in length.( Long: 95.450531, Lati: 27.651217), population affected 37. 3. River Bank erosion is being observed at No.2 Kordoiguri (Simoluguri Satra)on the left Bank of River Brahmaputra (Ananta Nallah) since 19/05/2022 till 28/05/2022. As per information received from concerned Lot Mandal and WR department officials, the affected stretch is about 450 m in length.( Long: 95..4505 , Lati: 27.65196)"" | 0",28-05-2022,{},,,,
Tinsukia,"Sadiya - 1.Majgaon ( Amarpur) 2. Koilabasti | 1. River Bank erosion is being observed at Majgaon (Amarpur) on the North Bank of River datung since 12/5/2022 till 19/5/2022. As per information received from concerned Gaon Pradhan , the affected stretch is about 280m. 2. Active erosion is reported from Koilabasti area by Kundil river since 12/5/2022 till 19/5/2022. As per report received from the WR department and concerned Gaon Pradhan, the affected stretch is about 50m . ( Long:95°42'45.2""E , Lati:27°50'48.8""N ) | 0,  Doomdooma - 1. Village: Phelai NC ( Nawkata NC), 2. Village : No. 3 Kordoiguri ( Goriyating ) | 1. Severe erosion is being observed at Phelai( Nawkata) area on the left Bank of River Brahmaputra since 5/04/2022 till 19/05/2022. The affected stretch is about 1500 m. 10 m offset remains as of now from the Brahmaputra Embankment.( Long: 95.523457, Lati:27.745786 ) 2. River Bank erosion is being observed at No. 3 Kordoiguri on the left Bank of River Dangari since 2/04/2022 till 19/05/2022. As per information received from concerned Lot Mandal and WR department officials the affected stretch is about 200 m in length.( Long: 95.468184, Lati: 27.650410),Population affected 122. | 0",19-05-2022,{'Sadiya ': 3},,,,
Tinsukia,"Sadiya - 1. Majgaon ( Amarpur) 2. Koilabasti 3. Gurungbasti. | 1. River Bank erosion is being observed at Majgaon (Amarpur) on the North Bank of River Datung since 12/05/2022 till 20/05/2022. As per information received from concerned Gaon Pradhan , the affected stretch is about 280m. 2. Active erosion is reported from Koilabasti area by Kundil river since 12/05/2022 till 20/05/2022. . As per report received from the WR department and concerned Gaon Pradhan , the stretch area is 50m. ( Lati 27.84688889, Long 95.71255556 ) 3. River bank erosion at Gurung Basti area reported by WR department since 15/05/2022 till 20/05/2022. the stretch area is 50m. ( Lati 27.89750000, Long 95.77833333 ) | 0,  Doomdooma - 1. Village: Phelai NC ( Nawkata NC), 2. Village : No. 3 Kordoiguri ( Goriyating ), 3. Village: No. 1 Kordoiguri | 1. Severe erosion is being observed at Phelai( Nawkata) area on the left Bank of River Brahmaputra since 5/04/2022 till 20/05/2022. The affected stretch is about 1500 m. 10 m offset remains as of now from the Brahmaputra Embankment.( Long: 95.523457, Lati:27.745786 ) 2. River Bank erosion is being observed at No. 3 Kordoiguri on the left Bank of River Dangari since 2/04/2022 till 20/05/2022. As per information received from concerned Lot Mandal and WR department officials the affected stretch is about 200 m in length.( Long: 95.468184, Lati: 27.650410), population affected 122. 3. River Bank erosion is being observed at No. 1 Kordoiguri on the left Bank of River Dangari since 18/05/2022 till 20/05/2022. As per information received from concerned Lot Mandal and WR department officials the affected stretch is about 300 m in length.( Long: 95.450531, Lati: 27.651217), population affected 37 | 37",20-05-2022,{'Sadiya ': 4},,,,
